ID,Use,industry,industry.group,site,unit,BP.cal.median,C14.mean,C14.SD,C14.COV,calib.curve,sample.id,material,delta 13,method&id,comments,citation,country,region
1141,1,Late Epigravettian,Magdalenian,Riparo Tagliente,10a,15001,12650,160,0.0126,intcal20,OxA-3530,charcoal,NA,AMS 2794,NA,Broglio A. 1996. Eraul: 289-304.,Italy,Northeast
1142,1,Late Epigravettian,Magdalenian,Riparo Tagliente,10e,15949,13270,170,0.0128,intcal20,OxA-3532,charcoal,NA,AMS 2793,NA,Broglio A. 1996. Eraul: 289-304.,Italy,Northeast
1143,1,Late Epigravettian,Magdalenian,Riparo Tagliente,10c,15660,13070,170,0.013,intcal20,OxA-3531,charcoal,NA,AMS 2885,NA,Broglio A. 1996. Eraul: 289-304.,Italy,Northeast
1144,1,Epigravettian,Magdalenian,Riparo Tagliente,14,14048,12000,400,0.0333,intcal20,R-604,charcoal,NA,Conv 14C 4421,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris. charcoal from layer 10a. udinot N. JAS 2014. ip.",Italy,Northeast
1145,1,Epigravettian,Magdalenian,Riparo Tagliente,15-16,16034,13330,160,0.012,intcal20,R-605,charcoal,NA,Conv 14C 4419,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris. charcoal from layer 10a udinot N. JAS 2014. ip.",Italy,Northeast
1146,1,Epigravettian,Magdalenian,Riparo Tagliente,15-16,16178,13430,180,0.0134,intcal20,R-605a,charcoal,NA,Conv 14C 4420,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris. charcoal from layer 10a udinot N. JAS 2014. ip.",Italy,Northeast
1147,1,Epigravettian,Magdalenian,Riparo Tagliente,10/08/2023,13943,12040,170,0.0141,intcal20,R-371,charcoal,NA,Conv 14C 4422,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris. udinot N. JAS 2014. ip.",Italy,Northeast
1148,1,Late Epigravettian,Magdalenian,Riparo Tagliente,burial in southern sector of the site,15835,13190,90,0.0068,intcal20,OxA-10672,NA,NA,AMS 5709,NA,"Fonta F. Preistoria Alpi,44 (2009): 49-57. Montoya C. 2004. Thรจse Aix-marseillle I",Italy,Northeast
1149,1,Mesolithic,Mesolithic,Roc d en Bertran,NA,9020,8100,110,0.0136,intcal20,MC-594,NA,NA,NA,NA,NA,France,N Central
1150,1,Sauveterrian,Mesolithic,Roc de Dourgne,layer 10,9645,8620,120,0.0139,intcal20,MC-1108,NA,NA,NA,NA,NA,France,N Central
1151,1,Mesolithic,Mesolithic,Roc de Dourgne,couche 7,7697,6850,100,0.0146,intcal20,MC-1107,NA,NA,NA,NA,Badora,France,N Central
1152,1,Gravettian,Gravettian,Roc de la Melca,NA,25135,20900,400,0.0191,intcal20,MC-2219,bone,NA,Conv 14C 2345,NA,"Villaverde,V.,et al. 1998 (Jourl of World Prehistory,12: 121-98,esp. p. 137). Archaeology: Cal i Roquet,J.,& Carbonell i Roura,E. [et al.] 1989 (Catalunya Paleolitica; Patrot Francesc Eiximenis,Gero: 286-8);",Spain,N Central
1153,1,Notches and denticulates Mesolithic,Mesolithic,Roc de Migdia,II,9877,8800,240,0.0273,intcal20,UBAR-272,NA,NA,NA,NA,Yll et al. 1992-1993,Spain,N Central
1154,1,Notches and denticulates Mesolithic,Mesolithic,Roc de Migdia,II,9106,8190,320,0.0391,intcal20,UBAR-196,NA,NA,NA,NA,Yll et al. 1992-1993,Spain,N Central
1155,1,Notches and denticulates Mesolithic,Mesolithic,Roc de Migdia,II,8848,7950,370,0.0465,intcal20,UBAR-198,NA,NA,NA,NA,Yll et al. 1992-1993,Spain,N Central
1156,1,Azilian/Magdalenian,Magdalenian,Roc de Migdia,NA,13399,11520,220,0.0191,intcal20,UGrA-117,NA,NA,Conv 14C 4380,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris. Diaz-Andreu Garcia M. e.a. 1997. The Archaeology of Iberia: 44.",Spain,N Central
1157,1,Gravettian,Gravettian,Roccia San Sebastiano,C,23512,19571,210,0.0107,intcal20,NA,NA,NA,AMS 6354,NA,"Ruiu F. e.a. ICAZ 2010 - S6-3 & S5-2 - General Session,poster",Italy,Southeast
1158,1,Mesolithic,Mesolithic,Romagnano III,AB1-2,8653,7850,60,0.0076,intcal20,R-1137,NA,NA,NA,NA,Bagolini& Biagi 1990,Italy,Northeast
1159,1,Mesolithic,Mesolithic,Romagnano III,AB1-3,8585,7800,80,0.0103,intcal20,R-1137B,NA,NA,NA,NA,Bagolini& Biagi 1990,Italy,Northeast
1160,1,Mesolithic,Mesolithic,Romagnano III,layer AB-3,9094,8140,80,0.0098,intcal20,R-1138,NA,NA,NA,NA,Shenn & Steele 2000,Italy,Northeast
1161,1,Mesolithic,Mesolithic,Romagnano III,layer AC 1,9194,8220,80,0.0097,intcal20,R-1139,NA,NA,NA,NA,Shenn & Steele 2000,Italy,Northeast
1162,1,Mesolithic,Mesolithic,Romagnano III,layer AC2,9534,8560,70,0.0082,intcal20,R-1140,NA,NA,NA,NA,Shenn & Steele 2000,Italy,Northeast
1163,1,Mesolithic,Mesolithic,Romagnano III,layer AC3,9586,8590,90,0.0105,intcal20,R-1141,NA,NA,NA,NA,Shenn & Steele 2000,Italy,Northeast
1164,1,Mesolithic,Mesolithic,Romagnano III,layer AC4,9758,8740,90,0.0103,intcal20,R-1142,NA,NA,NA,NA,Shenn & Steele 2000,Italy,Northeast
1165,1,Gravettian,Gravettian,Romanelli,NA,10204,9050,100,0.011,intcal20,R-54,NA,NA,NA,date too young for associated industry,NA,Italy,Southeast
1166,1,Gravettian,Gravettian,Romanelli,NA,22685,18750,350,0.0187,intcal20,NA,NA,NA,NA,NA,NA,Italy,Southeast
1167,1,Early Mesolithic,Mesolithic,Romanelli,A2,11342,9880,100,0.0101,intcal20,GrN-2056,charcoal,NA,Conv 14C 6303,NA,"Pluciennik,1997. S Milliken - Oxford jourl of archaeology,1998",Italy,Southeast
1168,1,Romanellian,Epipaleolithic,Romanelli,A3,12143,10320,130,0.0126,intcal20,GrN-2305,NA,NA,Conv 14C 5354,NA,"Milliken S.,1998. Oxford Jourl of Archaeology 17: 269-287.",Italy,Southeast
1169,1,Upper Epigravettian,Magdalenian,Romanelli,B,14021,11930,520,0.0436,intcal20,R-56,NA,NA,Conv 14C 4373,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris. Milliken S.,1998. Oxford Jourl of Archaeology 17: 269-287.",Italy,Southeast
1170,1,Romanellian,Epipaleolithic,Romanelli,C1,12259,10390,80,0.0077,intcal20,GrN-2153,NA,NA,Conv 14C 5353,NA,"Milliken S.,1998. Oxford Jourl of Archaeology 17: 269-287.",Italy,Southeast
1171,1,Romanellian,Epipaleolithic,Romanelli,C2,11210,9790,80,0.0082,intcal20,GrN-2154,NA,NA,Conv 14C 6324,NA,Oxford Jourl of Archaeology,Italy,Southeast
1172,1,Final Gravettian Romanellian,Gravettian,Romanelli,D,12637,10640,100,0.0094,intcal20,GrN-2055,charcoal,NA,Conv 14C 4038,NA,"Milliken S.,1998. Oxford Jourl of Archaeology 17: 269-287.",Italy,Southeast
1173,1,Epipalaeolithic,Epipaleolithic,Romani,NA,12837,10900,90,0.0083,intcal20,Arizo University Lab. Geochemical isotopic fac. Sciences,charcoal/bone,NA,AMS 49,NA,see annex,Spain,N Central
1174,1,Archaic Aurignacian/Gravettian? Late Aurignacian? Protoaurignacian?,Aurignacian,Romani,2,27402,23160,490,0.0212,intcal20,NzA-1818,charcoal,NA,AMS 1314,NA,"Paul Pettitt database. Archaeology: Cal i Roquet,J.,& Carbonell i Roura,E. [et al.] 1989 (Catalunya Paleolitica; Patrot Francesc Eiximenis,Gero: 364-72); Zilhao J. 2006. Pyree 37:7-84.",Spain,N Central
1175,1,Gravettian? Late Aurignacian?,Aurignacian,Romani,2,32684,28440,650,0.0229,intcal20,NzA-1817,charcoal,NA,AMS 1315,NA,"Paul Pettitt database. Archaeology: Cal i Roquet,J.,& Carbonell i Roura,E. [et al.] 1989 (Catalunya Paleolitica; Patrot Francesc Eiximenis,Gero: 364-72); Zilhao J. 2006. Pyree 37:7-84.",Spain,N Central
1176,1,Gravettian,Gravettian,Romito,34,22690,18755,350,0.0187,intcal20,R-297,NA,NA,Conv 14C 4813,NA,NA,Italy,Southeast
1177,1,Final Epigravettian,Magdalenian,Romito,5,12800,10862,70,0.0064,intcal20,LTL-3033A,NA,NA,AMS 4204,NA,Craig O. e.a. 2010. JAS doi:10.1016/J.Jas 2010.05.010,Italy,Southeast
1178,1,Final Epigravettian 2,Magdalenian,Romito,5,11917,10250,450,0.0439,intcal20,R-298,NA,NA,Conv 14C 7291,NA,Mussi M. e.a. 2011. QI 242: 360-370.,Italy,Southeast
1179,1,Upper Eppgravettian,Magdalenian,Romito,7,13045,11150,159,0.0143,intcal20,R-300,NA,NA,Conv 14C 4374,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris. Martin F. 2003. Rivista di Scienze Preistoriche 53: 55-137.",Italy,Southeast
1180,1,Upper Eppgravettian,Magdalenian,Romito,7,15734,13120,220,0.0168,intcal20,Beta-168524,NA,NA,AMS 3639,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris. Martin F. 2003. Rivista di Scienze Preistoriche 53: 55-137.",Italy,Southeast
1181,1,Epigravettian,Magdalenian,Romito,C3,13256,11380,70,0.0062,intcal20,Beta-160297,NA,NA,AMS 3646,NA,Martini F. 2003. Rivista di Scienze Preistoriche 53: 55-137,Italy,Southeast
1182,1,Epigravettian,Magdalenian,Romito,C4,13154,11250,70,0.0062,intcal20,Beta-160298,NA,NA,AMS 3645,NA,Martini F. 2003. Rivista di Scienze Preistoriche 53: 55-137,Italy,Southeast
1183,1,Epigravettian,Magdalenian,Romito,C2,13000,11090,70,0.0063,intcal20,Beta-160296,NA,NA,AMS 3647,NA,Martini F. 2003. Rivista di Scienze Preistoriche 53: 55-137,Italy,Southeast
1184,1,Final Epigravettian,Magdalenian,Romito,C3?,13230,11340,90,0.0079,intcal20,LTL-3032A,Human remains or charcoal,NA,AMS 4203,NA,Craig O. e.a. 2010. JAS doi:10.1016/J.Jas 2010.05.010,Italy,Southeast
1185,1,Epigravettian,Magdalenian,Romito,C,12971,11060,100,0.009,intcal20,Beta-160295,NA,NA,AMS 3648,NA,Martini F. 2003. Rivista di Scienze Preistoriche 53: 55-137,Italy,Southeast
1186,1,Epigravettian,Magdalenian,Romito,D5b,14085,12180,50,0.0041,intcal20,Beta-160303,NA,NA,AMS 3641,NA,Martini F. 2003. Rivista di Scienze Preistoriche 53: 55-137,Italy,Southeast
1187,1,Final Epigravettian,Magdalenian,Romito,D15,14340,12331,55,0.0045,intcal20,LTL-608A,charcoal,NA,AMS 4193,NA,Craig O. e.a. 2010. JAS doi:10.1016/J.Jas 2010.05.010,Italy,Southeast
1188,1,Final Epigravettian,Magdalenian,Romito,D8,14075,12170,60,0.0049,intcal20,LTL-234A,charcoal,NA,AMS 4192,NA,Craig O. e.a. 2010. JAS doi:10.1016/J.Jas 2010.05.010,Italy,Southeast
1189,1,Final Epigravettian,Magdalenian,Romito,D29,14679,12494,75,0.006,intcal20,LTL-1050,charcoal,NA,AMS 4196,NA,Craig O. e.a. 2010. JAS doi:10.1016/J.Jas 2010.05.010,Italy,Southeast
1190,1,Epigravettian,Magdalenian,Romito,D,13438,11580,70,0.006,intcal20,Beta-160299,NA,NA,AMS 3644,NA,Martini F. 2003. Rivista di Scienze Preistoriche 53: 55-137,Italy,Southeast
1191,1,Epigravettian,Magdalenian,Romito,D1,13518,11660,70,0.006,intcal20,Beta-160300,NA,NA,AMS 3643,NA,NA,Italy,Southeast
1192,1,Late Epigravettian,Magdalenian,Romito,D11,14386,12334,75,0.0061,intcal20,LTL-238A,NA,NA,AMS 5223,NA,Vaca B.B.2012. QI 252: 155-164. Lopez-Garcia J.M. 2014. PPP 409: 169-179.,Italy,Southeast
1193,1,Late Epigravettian,Magdalenian,Romito,D13,14217,12258,75,0.0061,intcal20,NA,NA,NA,AMS 5224,NA,Vaca B.B.2012. QI 252: 155-164.,Italy,Southeast
1194,1,Final Epigravettian,Magdalenian,Romito,D12,14533,12404,80,0.0064,intcal20,LTL-235A,NA,NA,Conv 14C 7009,NA,Craig O. e.a. 2010. JAS doi:10.1016/J.Jas 2010.05.010 Lopez-Garcia J.M. 2014. PPP 409: 169-179.,Italy,Southeast
1195,1,Final Epigravettian,Magdalenian,Romito,D20,14593,12438,85,0.0068,intcal20,LTL-602A,charcoal,NA,AMS 4195,NA,Craig O. e.a. 2010. JAS doi:10.1016/J.Jas 2010.05.010,Italy,Southeast
1196,1,Epigravettian,Magdalenian,Romito,D5a,13931,12060,90,0.0075,intcal20,Beta-160302,NA,NA,AMS 3640,NA,Martini F. 2003. Rivista di Scienze Preistoriche 53: 55-137,Italy,Southeast
1197,1,Late Epigravettian,Magdalenian,Romito,D14,14492,12377,95,0.0077,intcal20,NA,NA,NA,AMS 5225,NA,Vaca B.B.2012. QI 252: 155-164.,Italy,Southeast
1198,1,Final Epigravettian,Magdalenian,Romito,D16,14481,12369,100,0.0081,intcal20,LL-601A,charcoal,NA,AMS 4194,NA,Craig O. e.a. 2010. JAS doi:10.1016/J.Jas 2010.05.010,Italy,Southeast
1199,1,Epigravettian,Magdalenian,Romito,D4,14806,12550,130,0.0104,intcal20,Beta-160301,NA,NA,AMS 3642,NA,Martini F. 2003. Rivista di Scienze Preistoriche 53: 55-137,Italy,Southeast
1200,1,Final Epigravettian,Magdalenian,Romito,D35,15516,12970,150,0.0116,intcal20,LTL-1052,charcoal,NA,AMS 4197,NA,Craig O. e.a. 2010. JAS doi:10.1016/J.Jas 2010.05.010,Italy,Southeast
1201,1,Evolved Epigravettian,Magdalenian,Romito,E10,16909,13915,70,0.005,intcal20,LTL-3034A,NA,NA,AMS 7381,from burial Romito 9,Craig O. e.a. 2010. JAS doi:10.1016/J.Jas 2010.05.010. Gazzoni V. 2008. PhD Ferrara: 108.,Italy,Southeast
1202,1,Final Epigravettian,Magdalenian,Romito,E16,19456,16129,100,0.0062,intcal20,LTL-1592A,charcoal,NA,AMS 4202,NA,Craig O. e.a. 2010. JAS doi:10.1016/J.Jas 2010.05.010,Italy,Southeast
1203,1,Final Epigravettian,Magdalenian,Romito,E8,17539,14373,90,0.0063,intcal20,LTL-1590A,charcoal,NA,AMS 4200,NA,Craig O. e.a. 2010. JAS doi:10.1016/J.Jas 2010.05.010,Italy,Southeast
1204,1,Final Epigravettian,Magdalenian,Romito,E2,16509,13650,120,0.0088,intcal20,LTL-1046A,charcoal,NA,AMS 4198,NA,Craig O. e.a. 2010. JAS doi:10.1016/J.Jas 2010.05.010,Italy,Southeast
1205,1,Final Epigravettian,Magdalenian,Romito,E5,16502,13646,120,0.0088,intcal20,LTL-1047A,charcoal,NA,AMS 4199,NA,Craig O. e.a. 2010. JAS doi:10.1016/J.Jas 2010.05.010,Italy,Southeast
1206,1,Early Epigravettian,Magdalenian,Romito,F4,22395,18483,95,0.0051,intcal20,NA,NA,NA,AMS 5229,NA,Vaca B.B.2012. QI 252: 155-164.,Italy,Southeast
1207,1,Early Epigravettian,Magdalenian,Romito,F1,20963,17376,90,0.0052,intcal20,LTL-1593A,NA,NA,AMS 5226,NA,Vaca B.B.2012. QI 252: 155-164.,Italy,Southeast
1208,1,Early Epigravettian,Magdalenian,Romito,F3,21115,17483,95,0.0054,intcal20,LTL-606A,NA,NA,AMS 5228,NA,Vaca B.B.2012. QI 252: 155-164. Lopez-Garcia J.M. 2014. PPP 409: 169-179.,Italy,Southeast
1209,1,Early Epigravettian,Magdalenian,Romito,F2,22885,18978,130,0.0069,intcal20,LTL-239A,NA,NA,AMS 5227,NA,Vaca B.B.2012. QI 252: 155-164. Lopez-Garcia J.M. 2014. PPP 409: 169-179.,Italy,Southeast
1210,1,Late Gravettian,Gravettian,Romito,G2,23329,19373,90,0.0046,intcal20,LTL-237A,NA,NA,AMS 5231,NA,Vaca B.B.2012. QI 252: 155-164. Lopez-Garcia J.M. e.a 2014. PPP,Italy,Southeast
1211,1,Late Gravettian,Gravettian,Romito,G1,23334,19351,180,0.0093,intcal20,LTL-236A,NA,NA,AMS 5230,NA,Vaca B.B.2012. QI 252: 155-164.. Lopez-Garcia J.M. e.a 2014. PPP 409: 169-179.,Italy,Southeast
1212,1,Middle/Late Gravettian,Gravettian,Romito,H4,24307,20210,245,0.0121,intcal20,LTL-604a13/10/14,NA,NA,AMS 5232,NA,Vaca B.B.2012. QI 252: 155-164. Lopez-Garcia J.M. e.a 2014. PPP,Italy,Southeast
1213,1,Middle/late Gravettian,Gravettian,Romito,I,27630,23475,190,0.0081,intcal20,LTL-1048A,NA,NA,AMS 5233,NA,Vaca B.B.2012. QI 252: 155-164. Lopez-Garcia J.M. e.a 2014. PPP,Italy,Southeast
1214,0,unspecified,NA,Roquepertuse,charcoal lentil,12225,10422,220,0.0211,intcal20,Ly-4740,NA,NA,Conv 14C 7167,industry association not specified,NA,France,N Central
1215,1,Final Palaeolithic,NA,Rouet,6bb1,13071,11170,120,0.0107,intcal20,GifA-93086,charcoal,NA,AMS 3637,NA,Livache M. e.a. 2003. Rivista di Scienze Preistoriche 53: 37-54.,France,N Central
1216,1,Final Palaeolithic,NA,Rouet,7,13149,11240,100,0.0089,intcal20,GifA-93083,charcoal,NA,AMS 3635,NA,udinot N. 2014. JAS 2014 ip.,France,N Central
1217,1,Final Palaeolithic,NA,Rouet,9b,16763,13820,120,0.0087,intcal20,GifA-93081,charcoal,NA,AMS 4431,NA,Livache M. e.a. 2003. Rivista di Scienze Preistoriche 53: 37-54.,France,N Central
1218,1,Final Palaeolithic,NA,Rouet,9b,14716,12520,130,0.0104,intcal20,GifA-93082,charcoal,NA,AMS 3636,NA,Livache M. e.a. 2003. Rivista di Scienze Preistoriche 53: 37-54.,France,N Central
1219,1,Mesolithic,Mesolithic,Saint Mitre,4a,8810,7950,150,0.0189,intcal20,MC-266,NA,NA,NA,NA,NA,France,N Central
1220,1,early Aurignacian,Aurignacian,Salmone,stalagmite,25101,25100,200,0.008,normal,NA,Th/U,NA,U/Th & ESR236,NA,NA,Italy,Southeast
1221,1,Final Magdalenian,Magdalenian,Salou Camping,C,16042,13330,270,0.0203,intcal20,CSIC-34,NA,NA,Conv 14C 6664,NA,Garcia-Arguelles Andreu P.. 2005. Trabajos de Prehistoria 62: 65-83.,Spain,N Central
1222,1,Upper Magdelenian with harpoons,Magdalenian,Salpetriere,NA,15556,12995,60,0.0046,intcal20,OxA-22470,Rangifer tarandus metapodal,NA,AMS 5275,NA,Bazile F. 2011. Paleo 22,France,N Central
1223,1,Aurignacian ?,Aurignacian,Salpetriere,NA,28615,24430,400,0.0164,intcal20,GrN-5546,collagene from reindeer bone,NA,Conv 14C 813,NA,NA,France,N Central
1224,1,Azilian,Epipaleolithic,Salpetriere,NA,11415,9900,200,0.0202,intcal20,MC-2241,NA,NA,NA,NA,NA,France,N Central
1225,1,Solutrean evolved,Solutrean,Salpetriere,NA,29055,24820,550,0.0222,intcal20,NA,bone,NA,Conv 14C 830,NA,NA,France,N Central
1226,0,Upper Palaeolithic,NA,Salpetriere,NA,21864,18030,275,0.0153,intcal20,KN-1059,charcoal,NA,Conv 14C 6169,industry association not specified,NA,France,N Central
1227,1,Solutrean middle/Lower Solutrean,Solutrean,Salpetriere,Porche - Est-ii-v,24668,20500,300,0.0146,intcal20,MC-2085,charcoal,NA,Conv 14C 2054,NA,"Bazile-Robert E.,1981. Palรฉobiologie continentale,XII,nยฐ1 : 79-90 isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174. Rillardon M. 2014. PhD. Aix-M",France,N Central
1228,1,Lower Palaeolithic,NA,Salpetriere,I,22626,18700,500,0.0267,intcal20,MC-1372,charcoal,NA,Conv 14C 4590,NA,Roudil J. 1978. Gallia Prรฉhistorie: 662-694.,France,N Central
1229,1,Aurignacian,Aurignacian,Salpetriere,13a,22449,18550,500,0.027,intcal20,Ly-2312,bone,NA,Conv 14C 2581,NA,Badora,France,N Central
1230,1,Salpetrian/Regional middle Magdalenian,Solutrean,Salpetriere,Grand temoin 18-15-PC4-c.C-sect.porche est,17288,14200,300,0.0211,intcal20,MC-1368,NA,NA,Conv 14C 2028,NA,"Onoratini,G and Reult-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174",France,N Central
1231,1,Solutrean middle,Solutrean,Salpetriere,24,24334,20200,660,0.0327,intcal20,Ly-940,bone,NA,Conv 14C 2040,NA,"Onoratini,G and Reult-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174",France,N Central
1232,1,Upper Salpetrian,Solutrean,Salpetriere,3,15704,13100,200,0.0153,intcal20,MC-919,NA,NA,Conv 14C 6035,NA,Djindjian F. 2000. In SFP mรฉmoire 28: 95-112.,France,N Central
1233,1,Protosolutrean,Solutrean,Salpetriere,30a,26992,22750,410,0.018,intcal20,MC-2389,charcoal,NA,Conv 14C 4286,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris. Rillardon M. 2014. PhD. Aix-Marseille I.",France,N Central
1234,1,Late Aurignacian,Aurignacian,Salpetriere,30 Ab,24672,20500,410,0.02,intcal20,Ly-1803,bone,NA,Conv 14C 2582,NA,Badora,France,N Central
1235,1,Late Aurignacian,Aurignacian,Salpetriere,30AB,23570,19600,400,0.0204,intcal20,Gif-6019,charcoal,NA,Conv 14C 2583,NA,Badora,France,N Central
1236,1,Gravettian,Gravettian,Salpetriere,30 O,25072,20860,460,0.0221,intcal20,Ly-945,bone,NA,Conv 14C 1997,NA,"Onoratini,G and Reult-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174",France,N Central
1237,1,Late Aurignacian,Aurignacian,Salpetriere,30E,26072,21760,490,0.0225,intcal20,Ly-943,bone,NA,Conv 14C 2585,NA,Badora,France,N Central
1238,1,Late Aurignacian,Aurignacian,Salpetriere,30a,24783,20630,770,0.0373,intcal20,Ly-942,bone,NA,Conv 14C 2584,NA,Badora,France,N Central
1239,1,Salpetrian,Solutrean,Salpetriere,32,15704,13100,200,0.0153,intcal20,MC-920,NA,NA,Conv 14C 2026,NA,"Onoratini,G and Reult-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174",France,N Central
1240,1,Lower Aurignacian,Aurignacian,Salpetriere,32C,25594,21380,760,0.0355,intcal20,Ly-946,bone,NA,Conv 14C 2580,NA,Badora,France,N Central
1241,1,Magdalenian,Magdalenian,Salpetriere,4-central porch,18338,15000,100,0.0067,intcal20,MC-920,NA,NA,NA,NA,NA,France,N Central
1242,1,Salpetrian lower,Solutrean,Salpetriere,5,22425,18510,120,0.0065,intcal20,MC-4442,NA,NA,Conv 14C 7534,NA,Bazile F. 2011. Paleo 22.,France,N Central
1243,1,Salpetrian lower,Solutrean,Salpetriere,5,22438,18500,240,0.013,intcal20,MC-2984,NA,NA,Conv 14C 2043,NA,Bazile F. 2011. Paleo 22.,France,N Central
1244,1,Upper Magadalenian/Salpetrian,Solutrean,Salpetriere,5,21713,17960,600,0.0334,intcal20,MC-2167,charcoal,NA,Conv 14C 7963,NA,Djindjian F. e.a. 1999. Le Paleolithique superieur en Europe. Collin. Rillardon M. 2014. PhD. Aix-Marseille I.,France,N Central
1245,1,Salpetrian lower,Solutrean,Salpetriere,6 sect.porche centre,23487,19530,270,0.0138,intcal20,MC-2168,charcoal,NA,Conv 14C 2052,NA,"Onoratini,G and Reult-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174. Rillardon M. 2014. PhD. Aix-M",France,N Central
1246,1,Salpetrian,Solutrean,Salpetriere,6,22796,18880,300,0.0159,intcal20,Ly-939,bone,NA,Conv 14C 3813,NA,NA,France,N Central
1247,1,Salpetrian lower,Solutrean,Salpetriere,6B,22725,18800,300,0.016,intcal20,MC-2083,NA,NA,Conv 14C 2048,NA,"Onoratini,G and Reult-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174",France,N Central
1248,1,Salpetrian,Solutrean,Salpetriere,6,12518,10680,300,0.0281,intcal20,Ly-937/ Ly-21678,bone,NA,Conv 14C 3811,NA,NA,France,N Central
1249,1,Salpetrian,Solutrean,Salpetriere,07/01/2014,12999,11080,250,0.0226,intcal20,Ly-938,bone,NA,Conv 14C 3812,NA,NA,France,N Central
1250,1,Lower Solutrean,Solutrean,Salpetriere,8,25861,21600,700,0.0324,intcal20,Ly-2049,NA,NA,Conv 14C 4287,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.",France,N Central
1251,1,Solutrean middle,Solutrean,Salpetriere,NA,22577,18680,680,0.0364,intcal20,Ly-2051,bone,NA,Conv 14C 2045,NA,"Onoratini,G and Reult-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174",France,N Central
1252,0,Upper Paleolithic,NA,Salpetriere,AV ?,25617,21350,350,0.0164,intcal20,MC-2388,NA,NA,NA,industry association not specified,NA,France,N Central
1253,1,Magdalenian,Magdalenian,Salpetriere,b-east porch,7851,7030,130,0.0185,intcal20,MC-2166,NA,NA,NA,date too young for associated industry,NA,France,N Central
1254,1,Proto Solutrean,Solutrean,Salpetriere,Centre ouest C1,25514,21250,350,0.0165,intcal20,MC-2338,NA,NA,Conv 14C 4981,NA,Bosselein B & Djindjian F. 1997. Prรฉhistoire europรฉene 10:107-125.,France,N Central
